TwitterID,words
webstercongress,"00,come,pm,today,tomorrow,help,30,time,tonight,victory,days,great,saturday,congress,business,parade,join,people,campaign,day"
negron4congress,"today,thank,join,day,vote,stop,great,make,hope,time,event,congressional,check,saturday,congressman,help,state,campaign,congress,pm"
berniesanders,"hshtg_txgop,hshtg_tcot,texas,obama,houston,hshtg_obamacare,tx,today,support,great,proud,president,happy,thanks,americans,energy,thank,mnton_potus,time,vote"
beckforindiana,"hshtg_mdpolitics,county,primary,day,vote,election,republican,early voting,early,polls,voting,congress,forum,2018,saturday,candidate,conservative,city,candidates,campaign"
rickkennedytx17,"campaign,today,thanks,great,county,day,support,join,talking,gop,house,night,voters,good,debate,team,rally,parade,congress,event"
johnlarsonct,"mnton_realdonaldtrump,ohio,dr,11,vote,twitter,candidate,support,mnton_potus,district,help,hshtg_maga,congress,campaign,illegal,great,thank,000,israel,iran"
ironstache,"today,vote,need,women,campaign,day,support,running,people,like,know,county,team,congress,love,time,make,thank,district,thanks"
roncohenus17,"mnton_realdonaldtrump,mnton_potus,house,trump,pm,like,today,know,don,thank,president,people,read,need,security,america,help,law,white,military"
angiecraigmn,"hall,district,vote,thank,need,county,congress,state,people,follow,facebook,today,candidates,time,day,support,primary,election,work,help"
hornforcongress,"hshtg_sayfie,pm,thank,00,today,florida,30,morning,come,washington,join,day,tomorrow,great,ad,county,hshtg_tcot,tune,support,meeting"
carolmillerwv,"great,team,steve,today,day,republican,time,gop,thank,night,new,mnton_youtube,support,morning,committee,budget,families,meet,tonight,state"
steveavonloor,"congress,new,candidate,2018,fair,poll,republican,tax,candidates,immigration,congressional district,growth,district,city,rep,support,needs,state,congressional,government"
diannefeinstein,"county,people,great,4th,district,today,support,campaign,thank,fair,women,need,like,time,class,voters,thanks,tonight,proud,money"
campbell4md,"texas,trump,let,tax,support,vote,tx,people,congress,today,like,day,ve,know,going,time,want,health,great,house"
martyo4congress,"plan,tax,photo facebook,new photo,posted new,need,great,posted,today,security,facebook,time,new,proud,day,republicans,make,work,photo,republican"
cartwrightpa,"paul,wisconsin,mnton_realdonaldtrump,thank,people,trump,tax,need,help,today,like,support,campaign,working,going,ve,time,make,let,great"
robertsohiod6,"today,new,health,help,talk,great,live,people,need,care,act,senate,day,trump,talking,watch,tune,time,congress,work"
mariodbcamp,"thanks,today,thank,families,support,congress,need,great,proud,tax,healthcare,day,days,make,work,help,campaign,let,time,people"
russfulcher,"thank,vote,great,steve,let,time,ve,going,make,today,campaign,people,thanks,help,got,support,voting,young,friends,day"
donnashalala,"thank,new,mnton_realdonaldtrump,christmas,doesn,tell,honored,news,women,republican,america,election,vote,congress,amendment,twitter,white,cuts,yes,policy"
naomilevinny,"west,virginia,thank,great,mnton_realdonaldtrump,lincoln,today,work,honored,day,house,jobs,state,support,congress,women,happy,week,mnton_potus,time"
nicolaskimazfl,"hshtg_mapoli,great,senate,day,women,today,state,house,thanks,school,congrats,health,families,new,work,thank,join,wonderful,proud,budget"
deanbphillips,"senate,republican,thank,county,day,hshtg_mdpolitics,great,today,states,primary,united states,campaign,united,yesterday,support,governor,senator,time,dr,candidates"
curtisut,"great,today,mnton_drphilroe,thanks,good,county,campaign,day,city,enjoyed,meeting,republican,people,healthcare,district,house,congress,need,support,article"
pearlkimpa,"ohio,thank,people,vote,need,folks,don,time,women,know,like,district,county,great,today,candidates,running,yes,make,work"
vickyh4congress,"florida,great,community,continue,support,grateful,thank,thanks,forward,proud,day,today,early voting,honor,center,working,county,early,join,make"
cresenthardy,"thanks,friends,thank,great,today,state,governor,support,join,day,meeting,tonight,lincoln day,town,hall,obamacare,county,time,lincoln,gop"
johnrosefortn,"thank,today,women,support,california,military,country,time,children,let,vote,families,day,people,ca,days,proud,campaign,need,congratulations"
frank4nc,"great,florida,god,trump,christmas,people,mnton_realdonaldtrump,president,day,happy,need,mnton_foxnews,america,life,good,president trump,don,news,hshtg_maga,district"
jimhagedornmn,"great,trump,va,virginia,tonight,win,annual,today,team,vote,clinton,dems,thanks,parade,day,speaking,debate,obama,support,democrats"
jimmygomezca,"hshtg_utpol,city,today,thanks,ll,check,best,ve,day,town,great,center,new,week,vote,like,come,live,10,time"
drewfergusonga,"mnton_pearlkimpa,thank,great,today,women,delaware,new,running,congress,day,congrats,enjoyed,gop,join,honored,meet,came,support,2018,right"
vote_chuck,"today,thank,day,tax,looking,thoughts,economy,read,endorsement,election,families,life,weekend,support,work,nation,president,happy,honored,team"
susan4senate,"endorsement,great,county,campaign,grateful,texas,thank,republican,thanks,support,day,early voting,night,county republican,friend,conservative,voting,tomorrow,morning,forum"
costafor16,"hshtg_nv04,great,today,proud,thank,thanks,campaign,support,day,friends,vote,endorsement,voters,mnton_nrcc,congress,tonight,honored,came,hshtg_obama,people"
team_coffman,"county,great,president,president trump,today,tonight,stand,trump,mnton_realdonaldtrump,day,thanks,thank,good,family,meeting,support,fair,country,need,morning"
tomreedcongress,"county,carolina,today,north,campaign,great,public,day,thanks,join,support,washington,community,sign,time,make,district,happy,ready,people"
wildforcongress,"thanks,today,county,parade,campaign,obama,obamacare,gop,days,enjoyed,great,meeting,time,support,fair,day,state,tonight,county gop,va"
santos4congress,"trump,ca,today,vote,california,thank,mnton_realdonaldtrump,congress,day,proud,let,support,people,great,families,help,make,need,election,thanks"
tedcruz,"today,georgia,agree,great,washington,conservative,thank,obamacare,time,need,american,vote,support,proud,county gop,thanks,county,night,americans,tax"
cardenasforca,"today,women,state,great,protect,washington,help,new,support,icymi,vote,join,senate,thanks,work,tax,thank,endorsement,campaign,senator"
schoolcraft4mo,"georgia,hshtg_gapol,vote,like,need,want,help,today,country,ll,care,people,don,work,leaders,make,day,congress,time,great"
janasanchez,"tax,gov,governor,cuts,plan,today,campaign,great,state,day,school,paul,new,tax cuts,cut,time,budget,poll,support,help"
dbaria,"hshtg_sayfie,thank,today,great,congress,congressional,support,candidate,veteran,florida,watch,join,va,veterans,tonight,story,american,interview,morning,hshtg_israel"
andybiggs4az,"va,pelosi,ad,obamacare,post,campaign,obama,veterans,nancy,said,rep,today,hillary,like,vote,congress,new,immigration,says,icymi"
joekaufmanusa,"retweet,day,new,today,great,thanks,families,obama,thank,dc,care,facebook album,help,photos facebook,john,support,album,need,tom,ny"
leeauman2018,"today,campaign,trump,thank,congress,support,ve,join,help,day,work,week,mnton_sengillibrand,tonight,need,time,people,vote,families,make"
votemimi,"mnton_realdonaldtrump,mnton_realcandaceo,hshtg_maga,people,free,freedom,business,congress,let,life,right,today,president,help,new,small,dems,way,running,good"
grace4congress,"texas,join,obamacare,today,president,obama,watch,mnton_foxnews,live,great,thank,america,gt,trump,tonight,senator,new,ll,liberty,hshtg_txlege"
walker4nc,"thank,let,need,help,vote,people,make,today,work,district,time,thanks,healthcare,money,day,support,know,want,life,long"
mad4pa,"tx,need,thank,mnton_potus,god bless,bless,forward,god,looking forward,looking,fight,know,family,american,tonight,make,help,campaign,congress,texas"
matsui4congress,"thank,support,health,today,let,thanks,care,campaign,gt,join,need,families,health care,women,grateful,day,congress,team,gt gt,vote"
dandavidpa,"ohio,great,today,day,vote,thank,thanks,delaware,time,election,county,special,let,make,tonight,proud,like,support,help,win"
ryandowning2018,"hshtg_obama,hshtg_israel,ur,israel,support,congress,america,trump,iran,mnton_realdonaldtrump,new,like,hshtg_obamacare,want,mnton_youtube,time,don,hshtg_gop,vote,war"
decideondesai,"today,vote,good,ll,people,meet,hope,district,town,tonight,great,time,morning,congress,support,thank,need,live,county,going"
johnmoolenaar,"louisiana,mnton_repclayhiggins,people,kavanaugh,trump,thank,vote,women,years,congress,gop,country,today,federal,money,support,big,judge,children,americans"
siegelfortexas,"today,dems,great,jobs,campaign,local,vote,gop,thank,thanks,support,voters,calls,help,new,work,day,endorsement,tonight,obama"
repdmb,"hshtg_ncpol,great,today,thank,county,carolina,day,thanks,people,support,god,time,meeting,tonight,morning,friend,proud,friends,north,enjoyed"
conorlambpa,"thank,great,support,women,today,day,congress,time,rep,tonight,work,make,public,night,proud,morning,candidates,happy,vote,people"
harleyrouda,"today,women,day,years,ago,happy,california,act,americans,vote,fight,health,let,continue,support,work,make,gop,rights,country"
bostforcongress,"thanks,dan,great,today,rep,yesterday,night,meeting,4th,tonight,thank,voters,israel,speak,town,event,campaign,wonderful,day,speaking"
electbergmann,"god,hshtg_maga,party,thank,great,america,mnton_realdonaldtrump,best,san,district,god bless,support,committee,bless,november,love,law,candidate,come,republican"
bob_casey,"people,make,vote,district,campaign,thanks,time,great,today,healthcare,work,like,running,county,congress,help,let,day,support,voters"
rogerwicker,"michigan,today,john,happy,obama,president,honored,day,proud,obamacare,great,birthday,receive,prayers,support,women,remember,family,congress,join"
gilpin4congress,"vote,election,today,day,voting,early,early voting,davidson,people,know,trump,open,need,health,make,great,year,polls,president,election day"
annmclanekuster,"hshtg_sayfie,florida,today,great,proud,thank,congressman,support,congress,vote,thanks,time,rep,house,trump,senate,congrats,new,dems,election"
marygeren,"texas,great,today,day,thank,right,thanks,good,like,tx,best,new,people,god,hshtg_txlege,time,life,years,year,happy"
rosenfornevada,"thank,trump,people,campaign,california,congress,mnton_realdonaldtrump,vote,time,support,today,united,american,children,need,working,00,country,let,forward"
camcavasso,"hshtg_twill,parade,year,great,today,thanks,county,mnton_nrcc,folks,day,team,pelosi,join,supporters,congress,campaign,night,tonight,state,members"
davebratva7th,"tom,senator,today,mnton_realdonaldtrump,great,watch,party,tax,ad,jobs,people,families,middle,plan,record,class,vote,day,working,president"
voteschrader,"mnton_potus,support,mnton_potus mnton_realdonaldtrump,mnton_realdonaldtrump,retweet,click,president,today,know,want,stand,agree,proud,friday,trump,sign,work,state,need,life"
liebnitzkywayne,"great,today,new,vote,thank,women,facebook album,photos facebook,day,house,voters,album,families,facebook,tonight,party,stop,support,excited,campaign"
donyoungak,"county,california,mnton_realdonaldtrump,gop,signs,fair,john,say,100,coming,home,win,team,come,years,9th,state,campaign,new,lincoln"
jerameyforms,"senator,trump,health,health care,care,president trump,senate,today,president,women,vote,new,repeal,tax,gt,families,year,proud,thank,protect"
haleylive,"tx,texas,11,trump,great,house,nation,congress,thank,tax,need,gop,day,vote,today,campaign,support,children,join,fight"
michaeljcloud,"great,hshtg_tcot,thanks,today,obama,ll,virginia,people,house,day,obamacare,good,tune,budget,new,american,congress,time,support,tonight"
marchantfortx24,"great,today,day,vote,endorsement,time,proud,campaign,great time,rep,4th,tonight,join,thanks,annual,support,city,volunteers,weekend,local"
clure4congress,"mnton_realdonaldtrump,trump,rep,great,president,people,congress,help,10,way,kavanaugh,follow,hshtg_maga,president trump,think,veteran,honor,republican,want,gov"
lunderwood630,"gt,gt gt,president,share,great,today,obama,federal,nation,proud,house,important,act,issues,legislation,happy,need,yesterday,congress,support"
joeneguse,"people,thank,today,state,time,campaign,vote,rep,support,congress,day,need,great,school,help,make,house,let,young,ready"
mbfforcongress,"michigan,thank,great,people,friend,love,let,work,today,trump,day,congress,women,thanks,time,support,need,friends,like,good"
toftforcongress,"hshtg_tcot,texas,today,day,thanks,early voting,tx,great,time,county,hshtg_txlege,vote,early,god,new,voting,good,like,tomorrow,people"
swisherforidaho,"mnton_addthis,obamacare,obama,hshtg_tcot,texas,gop,health,congressman,house,reagan,conservative,today,new,health care,care,great,washington,tax,budget,news"
paul_theobald_,"mcdermott,mnton_youtube,george,uploaded,court,justice,judge,district,congress,virginia,2018,12,dc,11,10,candidate,click,paul,18,united states"
georgemcdermot3,"campaign,today,day,change,fight,need,make,washington,congress,time,florida,care,fighting,election,thank,join,ve,morning,health care,voters"
hilliardforcong,"lincoln,join,today,women,campaign,vote,help,time,support,health,voters,want,office,people,30,day,care,work,need,thanks"
drphilroe,"texas,thank,yes,need,candidates,great,vote,people,know,thanks,women,county,help,trump,today,house,love,day,signs,new"
susanpalmeroh,"great,thanks,today,support,state,county,time,join,honored,enjoyed,day,dems,great time,vote,thank,morning,folks,night,excited,tonight"
ron4congress,"house,passed,today,thanks,great,county,thank,day,women,support,work,public,committee,rep,health,vote,state,town,people,proud"
andy_levin,"wisconsin,great,today,day,weekend,news,government,tax,need,year,thank,congratulations,good,jobs,washington,week,time,state,people,district"
benmcadams,"simpson,time,vote,join,candidates,today,trump,state,people,party,support,let,help,county,district,need,public,pay,thanks,republicans"
votelarryrader,"time,let,trump,campaign,vote,make,voters,people,thanks,today,support,thank,county,americans,debate,change,district,know,candidates,ll"
flacc4congress,"day,happy,fair,parade,state,2nd,dr,supporting,open,law,better,sure,stop,country,mnton_foxnews,vote,clinton,independence,debt,poll"
elizabethforma,"michigan,need,kavanaugh,fight,class,families,middle,working,american,children,john,community,right,mnton_youtube,good,support,thank,great,davidson,best"
dankildee,"mnton_drphilroe,today,read,statement,health,house,week,care,act,thank,health care,great,hall,town,va,thanks,veterans,president,hshtg_obamacare,obamacare"
jessforcongress,"ohio,great,tonight,thank,mnton_realdonaldtrump,county,voters,today,thanks,people,work,health care,evening,congress,club,campaign,candidates,health,care,district"
1776notinvain,"new jersey,new,thank,today,great,women,congress,need,join,country,vote,tax,healthcare,proud,people,day,support,like,tonight,running"
wendyrogersaz,"michigan,jobs,energy,left,new,great,check,today,news,state,program,trump,work,support,community,fight,working,president,people,campaign"
mike_miller_fl,"hshtg_utpol,thanks,ll,county,great,like,senate,support,good,public,new,today,time,know,don,got,think,rep,twitter,hearing"
marklorch,"louisiana,public,vote,congress,american,pay,time,think,police,year,work,jobs,trump,americans,6th,congressional,candidate,new,congressional district,energy"
mike_ca05,"hshtg_mapoli,today,mnton_realdonaldtrump,great,people,fight,tonight,day,ll,families,happy,women,watch,new,vote,senate,working,fighting,time,big"
linseyfagantx,"michigan,great,dan,today,women,people,congress,trump,democrats,day,vote,campaign,make,fight,house,republicans,proud,join,ready,families"
alanlowenthal,"today,ve,folks,people,town,great,working,got,thank,america,campaign,time,community,talking,running,join,need,tonight,proud,weekend"
mikesimpson4id,"trump,obama,clinton,vote,support,yes,week,gt,government,pelosi,california,mnton_realdonaldtrump,paul,san,media,hillary,irs,illegal,children,ca"
frankdlucas,"hshtg_sayfie,florida,thank,today,great,day,proud,support,house,tax,state,thanks,rep,2018,honor,happy,year,honored,congressman,time"
ojeda4congress,"4th,important,district,2018,congressional,day,forum,healthcare,candidates,open,meet,candidate,tax,know,happy,like,need,vote,6th,nice"
derekkilmer,"thank,mnton_realdonaldtrump,join,thanks,great,honored,love,support,came,president,country,hillary,annual,trump,dinner,make,need,proud,time,vote"
joevitollo,"thank,tx,texas,people,support,need,vote,running,congress,help,today,candidates,working,time,women,day,team,let,district,make"
hiral4congress,"california,administration,trump,need,change,country,president,long,today,state,let,kavanaugh,new,know,help,thank,women,americans,fight,won"
casper4colorado,"simpson,congressman,lincoln day,thank,lincoln,today,read,day,county,click,great,parade,county republican,campaign,republican,support,days,mnton_mittromney,gop,volunteers"
berryhillfarm,"today,town,sign,stand,obama,hall,visit,agree,meeting,retweet,join,obamacare,great,enjoyed,irs,support,nation,county,job,border"
peopleforben,"virginia,west,people,thank,going,like,time,working,know,make,hshtg_wvpol,today,right,let,fight,state,need,support,want,great"
mikiesherrill,"florida,women,trump,today,congress,thank,people,campaign,let,great,support,candidates,time,fight,make,lives,candidate,judge,families,proud"
votemarsha,"paul,obama,hillary,media,like,say,mnton_foxnews,america,trump,stop,american,time,people,president,let,years,talk,way,want,ny"
timwalberg,"thanks,thank,support,today,great,congress,mnton_debbielesko,vote,folks,election,campaign,day,tax,people,women,families,special,west,healthcare,dr"
dhughescongress,"hshtg_tcot,god,people,america,better,folks,day,freedom,stand,love,like,conservative,need,time,know,children,right,life,candidate,don"
kellyforms01,"website,sure,check,make,gt,forget,steve,ice,grateful,follow,mnton_scotttaylorva,issues,tx,wyoming,obamacare,young,send,program,voted,veterans"
d17forellison,"new,today,vote,great,mnton_realdonaldtrump,work,day,people,stand,thanks,house,make,join,working,trump,women,election,help,early,proud"
stevenpalazzo,"foxx,virginia,hshtg_consnc,mnton_addthis,vote,dems,today,obama,gop,early,day,obamacare,house,pelosi,hshtg_ncpol,county,thank,new,county gop,voting"
teamkendrawv,"wisconsin,sign,great,follow,check,share,join,help,need,tell,time,today,work,agree,thanks,day,people,vote,families,team"
smallingforcd35,"mnton_peterroskam,thank,6th,trump,today,support,district,thanks,candidate,need,vote,time,great,congress,people,voted,energy,like,tax,gop"
johngaramendi,"senate,mnton_realdonaldtrump,support,great,thank,conservative,day,president,today,state,tax,senator,county,vote,make,trump,time,need,fight,president trump"
patriotnotpol,"conservative,support,hshtg_tcot,follow,strong,sign,hshtg_gop,thank,thanks,great,michigan,join,obamacare,campaign,repeal,hshtg_obamacare,small,supporting,today,day"
cheribustos,"great,county,parade,thank,time,hshtg_maga,thanks,today,2018,district,meet,congress,great time,support,campaign,president,mnton_realdonaldtrump,mnton_nrcc,hshtg_gop,vote"
tomgravesga14,"vote,support,congress,tomorrow,appreciate,today,stop,great,thank,help,county,remember,endorsement,polls,work,thanks,12,office,life,right"
bobmenendeznj,"need,hshtg_gop,hshtg_demdebate,women,early voting,early,vote,voting,middle,class,time,stand,work,louisiana,people,support,immigration,court,ur,history"
douglas_collins,"pelosi,today,campaign,vote,great,obamacare,join,time,day,conservative,obama,stand,support,president,help,thank,liberal,fight,house,congress"
davidkustoff,"west,virginia,people,congress,hshtg_wvpol,need,know,healthcare,working,freedom,time,today,fight,vote,women,candidates,support,year,day,want"
jimmypanetta,"vote,work,congress,republican,let,like,red,working,dems,early voting,san,democrats,election,help,voting,money,primary,website,support,early"
twines4congress,"today,california,ca,new,vote,10,day,pm,tomorrow,30,election,health,join,health care,great,president,help,care,polls,ll"
electbizon2018,"mnton_realdonaldtrump,trump,california,mnton_realcandaceo,hshtg_maga,media,people,president,like,congress,illegal,ca,left,thank,border,great,paul,democrats,love,president trump"
nickstellamd,"women,great,thanks,today,mnton_sengillibrand,jobs,support,time,families,vote,congress,day,campaign,office,working,make,need,work,proud,thank"
zablackwolf,"new jersey,senator,trump,new,today,middle,women,fighting,class,vote,families,day,tax,need,fight,kavanaugh,help,senate,make,working"
tomemmer,"hshtg_gapol,collins,georgia,hshtg_gagop,facebook album,president,photos facebook,album,posted,great,obama,facebook,9th,county,today,day,good,news,photo facebook,time"
dannytarkanian,"county,great,today,thank,west,stop,congressman,support,day,thanks,honored,glad,night,president,time,district,morning,work,trump,president trump"
devinnunes,"georgia,need,vote,congress,calvert,want,make,like,campaign,lives,today,november,americans,running,women,working,republican,know,county,people"
teamcmr,"hshtg_sayfie,florida,today,proud,thanks,vote,thank,join,women,congress,rep,support,time,fight,ll,security,day,family,honored,tonight"
michaelcburgess,"michigan,team,congress,help,people,need,great,paul,fight,posted new,make,candidate,vote,thank,join,district,like,today,new,stand"
bryansteilforwi,"hshtg_twill,hshtg_tcot,political,thank,great,people,america,obama,district,candidates,read,debt,poll,hshtg_gop,congressional,tax,republican,family,12,hshtg_wiright"
chelefarley,"mnton_youtube video,mnton_youtube,mnton_realcandaceo,video,people,trump,clinton,twitter,time,like,white,think,know,mnton_realdonaldtrump,man,good,said,hillary,left,liberal"
jasoncrowco6,"great,thanks,today,tonight,thank,congratulations,tom,day,morning,good,congrats,forward,county,mnton_nrcc,time,work,happy,looking,stop,support"
tulsigabbard,"hshtg_nv04,thank,today,great,mnton_potus,family,thanks,time,vote,day,tonight,support,game,morning,trump,good,people,ll,new,help"
katiehill4ca,"photo facebook,new photo,posted new,vote,posted,congress,people,photo,parade,join,facebook,night,day,days,signs,candidates,election day,time,great,9th"
teamkraus,"great,today,thanks,washington,women,thank,day,hshtg_gop,time,election,join,work,year,morning,proud,gop,people,tune,support,parade"
joecourtneyct,"gt,gt gt,today,hearing,health,texas,watch,ll,house,live,discuss,tune,care,hshtg_obamacare,health care,listen,talking,tx,morning,statement"
betoorourke,"wisconsin,great,tune,today,county,ll,day,join,congress,parade,need,talking,morning,proud,campaign,jobs,interview,conservative,work,issues"
ryantrundlecd4,"mnton_sengillibrand,ny,new,today,interview,senate,hshtg_israel,icymi,tune,listen,senator,live,talking,plan,thank,president,campaign,state,watch,israel"
kennedy4alabama,"support,today,thanks,thank,great,campaign,6th,fight,proud,trump,team,community,day,honored,help,time,need,new,join,district"
gscott4congress,"today,people,great,thanks,day,veterans,war,need,ur,congress,thank,time,support,work,act,service,rep,vote,good,women"
grossman4nj,"thank,today,women,support,proud,california,people,make,time,volunteers,let,need,know,congress,team,want,ca,campaign,vote,running"
hiro4you2,"ohio,mnton_youtube video,steve,mnton_youtube,ll,uploaded mnton_youtube,video,join,uploaded,speaking,great,tonight,club,meeting,today,come,family,god,friends,republican"
gaither4il,"great,day,volunteers,vote,today,election,thanks,morning,thank,work,calls,good,yesterday,check,school,support,join,way,campaign,middle"
quigleycampaign,"louisiana,congress,need,vote,campaign,mnton_repmikejohnson,running,money,great,people,november,administration,make,district,help,power,today,mnton_youtube,let,federal"
johnny_congress,"great,thanks,thank,today,support,day,tonight,campaign,candidates,candidate,women,family,hshtg_al01,house,election,help,community,county,vote,twitter"
jamie_raskin,"thank,support,people,today,campaign,george,house,help,need,race,trump,join,district,great,day,time,working,candidates,county,vote"
houlahanforpa,"thank,follow,love,thanks,congress,campaign,running,ll,hshtg_ncpol,visit,know,support,learn,join,need,day,time,work,county,proud"
reelectwittman,"mnton_foxnews,mnton_realdonaldtrump,people,tax,mnton_potus,trump,need,district,know,healthcare,ve,great,gop,doesn,american,america,pay,like,make,jobs"
foxxforcongress,"mnton_billspadea,new jersey,vote,taxes,thank,senate,new,support,candidate,state,people,hshtg_gop,gov,running,county gop,time,cut,thanks,issue,senator"
johnchrin,"mnton_realdonaldtrump,mnton_potus,trump,great,help,california,time,president,today,need,america,people,democrats,hshtg_maga,let,news,media,thank,night,2018"
pingreeforme,"hshtg_mdpolitics,great,vote,today,join,trump,thanks,people,day,support,tonight,rights,dems,friends,new,campaign,congress,proud,let,big"
joemanchinwv,"thank,congress,women,today,let,vote,healthcare,families,need,great,thanks,support,campaign,time,came,proud,november,nation,house,day"
traunerforwy,"day,today,virginia,hshtg_tcot,great,join,facebook,facebook album,photos facebook,posted,album,district,come,vote,pm,election,campaign,00,folks,va"
morriseywv,"hshtg_obamacare,hshtg_gapol,agree,sign,hshtg_gagop,georgia,click,obama,obamacare,today,gt,time,great,day,vote,thanks,need,county,support,government"
jaimeforusrep,"today,great,thanks,people,day,county,voters,morning,new,special,vote,help,polls,talking,time,need,win,election,washington,race"
dlipinski03,"mnton_realdonaldtrump,state,let,people,like,happy,need,great,prayers,time,day,thank,free,tax,thoughts,congress,country,needs,families,today"
peteryuco,"hshtg_fl19,great,florida,thanks,support,thank,today,hshtg_sayfie,time,working,proud,congress,night,honored,meet,day,work,hard,women,endorsement"
joeschneiderma,"icymi,today,team,trump,great,thank,john,voters,new,help,day,campaign,volunteers,time,vote,join,support,working,women,families"
mimiwaltersca,"california,rep,mnton_eastbaycitizen,ca,congress,illegal,district,mnton_realdonaldtrump,trump,americans,people,states,state,vote,tax,united states,jobs,candidate,support,united"
gasperforoh10,"hshtg_wvpol,virginia,west,liberal,mnton_realdonaldtrump,conservative,senate,state,today,great,trump,obama,time,office,support,hillary,president,day,gop,record"
chrismurphyct,"people,great,hshtg_gop,today,thanks,time,like,need,going,day,mnton_coreystewartva,virginia,make,safe,really,family,thank,new,va,families"
clvaliente4,"endorsed,great,parade,grateful,morning,support,thank,dan,today,time,day,district,local,wonderful,proud,thanks,annual,great time,president,people"
conawaytx11,"gov,state,today,great,day,thanks,governor,time,says,year,house,photo,good,big,justice,public,new,work,people,week"
flygirlladyjay,"today,vote,county,candidates,work,candidate,thank,make,families,forward,stop,tomorrow,meeting,like,fair,weekend,great,sure,working,forum"
barrforcongress,"california,today,happy,great,women,ca,congrats,thank,hshtg_gop,house,rep,day,congress,mnton_nrcc,new,support,birthday,join,proud,honored"
gressmannforsc6,"ohio,vote,today,day,great,thank,women,ready,congress,candidates,thanks,proud,election,district,support,voting,come,early,primary,campaign"
garretgraves,"great,today,candidate,day,new,primary,thank,republican,gop,team,voters,town,morning,time,support,veterans,tonight,meeting,vote,police"
pallonefornj,"hshtg_sctweets,congress,carolina,vote,conservative,hshtg_maga,need,hshtg_tcot,fight,support,today,ll,government,make,2nd,budget,great,thank,election,congressman"
allawsonjr,"hshtg_tcot,hshtg_gop,today,house,tx,town,texas,great,watch,president,debt,jobs,day,job,thank,budget,live,plan,rep,work"
stevestivers,"mnton_youtube,mnton_youtube video,video,love,like,let,don,got,think,right,god,need,people,talk,new,life,check,know,coming,stand"
hank4ky,"mnton_potus mnton_realdonaldtrump,carolina,people,time,mnton_realdonaldtrump,democrats,america,gop,meeting,trump,kavanaugh,deal,great,think,mnton_potus,israel,new,party,hshtg_maga,says"
dana_balter,"mnton_mittromney,ohio,hshtg_tcot,hshtg_obama,obama,hshtg_gop,mnton_nrcc,great,today,day,lincoln day,president,jobs,lincoln,dinner,help,county,new,hshtg_obamacare,support"
scottwallacepa,"game,going,family,night,gt,forget,steve,ice,grateful,follow,mnton_scotttaylorva,issues,tx,wyoming,obamacare,young,send,program,voted,veterans"
jason2cd,"county,florida,great,campaign,today,glad,facebook album,photos facebook,day,album,vote,time,tonight,congress,support,facebook,voters,good,thanks,posted"
carolynbmaloney,"great,ohio,today,day,happy,thanks,county,tonight,time,parade,congrats,support,vote,thank,morning,check,new,good,election,weekend"
steve4kansas,"support,thanks,time,energy,issues,nation,health care,district,run,need,congress,health,talk,care,great,come,want,million,house,like"
stewartforutah,"trump,people,today,new,need,mnton_sengillibrand,vote,ny,thank,time,gop,john,day,tax,support,make,let,women,town,great"
knight4congress,"trump,thank,time,today,proud,support,democrats,honored,day,congress,great,people,kavanaugh,endorsement,fight,change,receive,women,need,health"
teamamash,"tonight,great,talking,today,talk,right,new,check,thanks,big,join,tax,health care,ll,time,health,care,tune,good,day"
mikebishopmi,"women,today,ny,great,proud,new,support,day,health,11,time,vote,make,thanks,act,thank,join,tonight,need,congress"
toddlitton,"facebook album,photos facebook,album,posted,00,pm,facebook,today,parade,great,county,day,come,thanks,30,tax,congressman,county gop,endorsed,new"
rick_neal,"gt,hshtg_tcot,congressman,posted,photo facebook,new photo,facebook album,posted new,photos facebook,facebook,album,hall,town,team,30,pm,live,photo,county,new"
rogermarshallmd,"steve,today,day,ca,thank,vote,join,veterans,hshtg_tcot,help,campaign,come,good,need,meet,support,military,congressional,bills,news"
andre4congress,"mnton_justinamash,parade,liberty,thanks,day,great,independence,happy,congress,today,michigan,vote,spending,lincoln day,days,support,constitution,rep,house,dinner"
randyhultgren,"great,today,virginia,thanks,va,support,photo facebook,new photo,day,posted new,new,thank,posted,work,tonight,vote,women,facebook,morning,happy"
bonnie4congress,"michigan,obama,today,great,house,state,new,president,tax,time,obamacare,senate,congress,says,america,irs,news,good,day,people"
markholbrook_me,"hshtg_tx02,houston,tx,join,today,thank,great,campaign,weekend,early voting,day,vote,support,work,early,let,need,election,county,sign"
cedricrichmond,"ohio,trump,steve,thank,great,today,congress,thanks,work,time,like,proud,gop,yes,need,vote,campaign,day,support,ve"
lisa4congress,"calvert,vote,ca,congress,thanks,trump,people,thank,support,let,running,like,district,california,know,right,help,yes,women,need"
billhuizenga,"photo facebook,new photo,posted new,great,day,today,happy,posted,facebook,vote,friends,team,photo,join,new,morning,election,parade,time,early"
joshgottheimer,"thank,today,facebook,district,support,tonight,great,proud,community,campaign,glad,event,congress,school,happy,watch,join,talk,issues,live"
scottpeterssd,"thank,today,stand,support,join,help,new jersey,great,women,campaign,make,thanks,congress,vote,need,volunteers,day,time,new,history"
sheldonforri,"mnton_youtube,trump,god,washington,liberal,great,house,day,american,people,obama,president,help,clinton,rep,dems,vote,support,world,left"
